FILENAME,url,URLLength,Domain,DomainLength,IsDomainIP,tld,URLSimilarityIndex,CharContinuationRate,TLDLegitimateProb,URLCharProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,Title,DomainTitleMatchScore,URLTitleMatchScore,HasFavicon,Robots,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef,label,For Visual
oph03519.txt,https://www.login.mail.verifyyahoomail.com/login.php?https://login.yahoo.com/?.src=ym&.intl=us&.lang=en-us,106,www.login.mail.verifyyahoomail.com,34,0,com,15.35592399,0.615384615,0.5229071,0.057432082,3,3,0,0,0,67,0.632,0,0,3,2,0,14,0.179,1,193,1669,1,loginmailverifyyahoomailloginphp?loginyahoo?src=ym&intl=us&lang=en-us,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,2,2,0,0,6,0,Valuable
oph01500.txt,http://chunghwa-post-mailpost-kachkocha1252382.codeanyapp.com/prm/a32q0s/post/internet/group/8c933/sslauthui.html,113,chunghwa-post-mailpost-kachkocha1252382.codeanyapp.com,54,0,com,9.580354202,0.36,0.5229071,0.047151401,3,1,0,0,0,79,0.699,14,0.124,0,0,0,13,0.115,0,248,383,1,chunghwa-post-mailpost-kachkocha1252382codeanyappprma32q0spostinternetgroup8c933sslauthuihtml,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,9,2,0,0,2,1,0,Valuable
8066432.txt,https://thornyauthorizedastronomy.1231312ewqw.repl.co/,54,thornyauthorizedastronomy.1231312ewqw.repl.co,45,0,co,29.62318841,0.785714286,0.0059772,0.046949407,2,2,0,0,0,35,0.648,7,0.13,0,0,0,4,0.074,1,198,869,1,thornyauthorizedastronomy1231312ewqwrepl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Valuable
7960994.txt,http://nlbp.textechconstruction.com/telekom/ios/oauth2/index.php,63,nlbp.textechconstruction.com,28,0,com,31.98013182,0.833333333,0.5229071,0.057783385,3,1,0,0,0,48,0.762,1,0.016,0,0,0,7,0.111,0,11,85,1,nlbptextechconstructiontelekomiosoauth2indexph,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Valuable
8092828.txt,https://spk.ssl-kundenlogin.com.de/de/sparkasse,47,spk.ssl-kundenlogin.com.de,26,0,de,28.60618014,0.52173913,0.0326503,0.055348225,2,2,0,0,0,33,0.702,0,0,0,0,0,6,0.128,1,11,98,1,spkssl-kunnlogincomsparkasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Valuable
oph01203.txt,https://supporto-bper-login-sicuro-website-webclient.cfolks.pl/application/mobile/public/webapp/digital-login/area-riservata.php,128,supporto-bper-login-sicuro-website-webclient.cfolks.pl,54,0,pl,11.81473829,0.196078431,0.0069695,0.055572104,2,1,0,0,0,104,0.812,0,0,0,0,0,16,0.125,1,15,155,1,supporto-bper-login-sicuro-website-webclientcfolksapicationmobilepublicwebappdigital-loginarea-riservataphp,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Valuable
oph12942.txt,http://www.appleid-signinmy.gsmserver-pro.com/,46,www.appleid-signinmy.gsmserver-pro.com,38,0,com,44.21156698,0.333333333,0.5229071,0.056664561,3,2,0,0,0,30,0.652,0,0,0,0,0,5,0.109,0,9,97,1,appleid-signinmygsmserver-pro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Valuable
8119718.txt,https://email231.s3.us-east-005.backblazeb2.com/glogin.html,59,email231.s3.us-east-005.backblazeb2.com,39,0,com,26.07872712,0.4,0.5229071,0.045979245,3,3,0,0,0,35,0.593,8,0.136,0,0,0,8,0.136,1,7,67,0,0,2.857142857,2.173913043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Valuable
7972381.txt,https://media-1login.paiza-user-basic.cloud/wp-includes/local/mit/,65,media-1login.paiza-user-basic.cloud,35,0,cloud,25.03263604,0.24137931,0.0001819,0.056174528,5,1,0,0,0,47,0.723,1,0.015,0,0,0,9,0.138,1,42,44638,1,media-1loginpaiza-user-basicwp-includeslocalmit,0,0,1,0,1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,Valuable
mw3395.txt,http://www.account.websurprisemail.com,37,www.account.websurprisemail.com,31,0,com,58.64562788,0.695652174,0.5229071,0.061123259,3,2,0,0,0,24,0.649,0,0,0,0,0,2,0.054,0,2,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Valuable
8043008.txt,https://myhub-bnpparibas.in/appf75849b/access.php?verify=8naizrmv8nai-iuwy-8naiiuwyiuwy-r8dxiuwy&amp;identifydata=cfqq3uu9ko0sr8at6m65aktfms&amp;timeattemp=aab3238922bcc25a6f606eb525ffdc56,188,myhub-bnpparibas.in,19,0,in,6.731669054,0.6875,0.0050842,0.037993411,2,0,0,0,0,130,0.691,34,0.181,3,1,0,12,0.085,1,9,196,1,myhub-bnpparibasappf75849baccessphp?verify=8naizrmv8nai-iuwy-8naiiuwyiuwy-r8dxiuwy&amp;identifydata=cfqq3uu9ko0sr8at6m65aktfms&amp;timeattemp=aab3238922bcc25a6f606eb525ffdc56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Valuable
8075909.txt,https://s3.amazonaws.com/appforest_uf/f1678837780642x980607043848373100/updates_2023.html#reports@antiphishing.ch,113,s3.amazonaws.com,16,0,com,15.48179523,0.916666667,0.5229071,0.032794582,3,1,0,0,0,58,0.513,36,0.319,0,0,0,11,0.097,1,3,204,0,0,0,1.020408163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Valuable
mw9164.txt,http://www.downloads.softupdate-online.top,41,www.downloads.softupdate-online.top,35,0,top,62.93797348,0.407407407,0.0002752,0.06018902,3,2,0,0,0,27,0.659,0,0,0,0,0,3,0.073,0,2,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Valuable
